<<<<<<< HEAD
hetero,bayesian
ERR176472,Non-mix,Non-mix
ERR176473,Non-Mix,Non-mix
ERR176474,Non-Mix,Non-mix
ERR176476,Non-Mix,Non-mix
ERR176477,Non-Mix,Non-mix
ERR176478,Non-Mix,Non-mix
ERR176479,Non-mix,Non-mix
ERR176480,Non-Mix,Non-mix
ERR176481,Non-Mix,Non-mix
ERR176482,Non-Mix,Non-mix
ERR176483,Non-Mix,Non-mix
ERR176484,Non-Mix,Non-mix
ERR176485,Non-Mix,Non-mix
ERR176486,Non-Mix,Non-mix
ERR176487,Non-Mix,Non-mix
ERR176488,Non-Mix,Non-mix
ERR176489,Non-Mix,Non-mix
ERR176490,Non-Mix,Non-mix
ERR176491,Non-Mix,Non-mix
ERR176492,Non-Mix,Non-mix
ERR176493,Non-Mix,Non-mix
ERR176494,Non-Mix,Non-mix
ERR176495,Non-Mix,Non-mix
ERR176496,Non-Mix,Non-mix
ERR176497,Non-Mix,Non-mix
ERR176498,Non-Mix,Non-mix
ERR176499,Non-Mix,Non-mix
ERR176500,Non-Mix,Non-mix
ERR176501,Non-Mix,Non-mix
ERR176502,Non-Mix,Non-mix
ERR176503,Non-Mix,Non-mix
ERR176504,Non-Mix,Non-mix
ERR176505,Non-Mix,Non-mix
ERR176506,Non-Mix,Non-mix
ERR176507,Non-Mix,Non-mix
ERR176508,Non-Mix,Non-mix
ERR176509,Non-Mix,Non-mix
ERR176510,Non-Mix,Non-mix
ERR176511,Non-Mix,Non-mix
ERR176512,Non-Mix,Non-mix
ERR176514,Mix,Non-mix
ERR176515,Non-Mix,Non-mix
ERR176517,Non-Mix,Non-mix
ERR176518,Non-Mix,Non-mix
ERR176519,Non-Mix,Non-mix
ERR176520,Non-Mix,Non-mix
ERR176521,Mix,Mix
ERR176522,Non-Mix,Non-mix
ERR176523,Non-Mix,Non-mix
ERR176524,Non-Mix,Non-mix
ERR176525,Non-Mix,Non-mix
ERR176526,Non-Mix,Non-mix
ERR176528,Non-Mix,Non-mix
ERR176529,Non-Mix,Non-mix
ERR176530,Non-mix,Non-mix
ERR176531,Non-Mix,Non-mix
ERR176532,Non-Mix,Non-mix
ERR176533,Mix,Mix
ERR176534,Non-Mix,Non-mix
ERR176536,Non-Mix,Non-mix
ERR176538,Non-Mix,Non-mix
ERR176539,Non-Mix,Non-mix
ERR176540,Non-Mix,Non-mix
ERR176541,Non-Mix,Non-mix
ERR176542,Non-Mix,Non-mix
ERR176543,Non-Mix,Non-mix
ERR176544,Non-Mix,Non-mix
ERR176545,Non-Mix,Non-mix
ERR176546,Non-Mix,Non-mix
ERR176548,Non-Mix,Non-mix
ERR176549,Mix,Mix
ERR176550,Non-Mix,Non-mix
ERR176551,Non-Mix,Non-mix
ERR176552,Non-mix,Non-mix
ERR176553,Non-Mix,Non-mix
ERR176554,Non-mix,Non-mix
ERR176555,Non-Mix,Non-mix
ERR176556,Mix,Mix
ERR176557,Mix,Mix
ERR176558,Non-mix,Non-mix
ERR176559,Non-Mix,Non-mix
ERR176561,Non-Mix,Non-mix
ERR176562,Non-Mix,Non-mix
ERR176563,Non-Mix,Non-mix
ERR176564,Non-Mix,Non-mix
ERR176565,Non-Mix,Non-mix
ERR176566,Non-Mix,Non-mix
ERR176567,Non-Mix,Non-mix
ERR176569,Non-Mix,Non-mix
ERR176570,Non-Mix,Non-mix
ERR176571,Non-Mix,Non-mix
ERR176572,Non-Mix,Non-mix
ERR176573,Non-Mix,Non-mix
ERR176574,Non-Mix,Non-mix
ERR176575,Non-mix,Non-mix
ERR176576,Non-Mix,Non-mix
ERR176577,Non-Mix,Non-mix
ERR176578,Non-Mix,Non-mix
ERR176579,Non-Mix,Non-mix
ERR176581,Non-Mix,Non-mix
ERR176582,Non-Mix,Non-mix
ERR176583,Non-Mix,Non-mix
ERR176584,Non-Mix,Non-mix
ERR176585,Non-mix,Non-mix
ERR176586,Non-Mix,Non-mix
ERR176587,Non-Mix,Non-mix
ERR176588,Non-Mix,Non-mix
ERR176589,Non-Mix,Non-mix
ERR176590,Non-Mix,Non-mix
ERR176591,Non-Mix,Non-mix
ERR176592,Non-Mix,Non-mix
ERR176593,Non-Mix,Non-mix
ERR176594,Non-Mix,Non-mix
ERR176595,Non-Mix,Non-mix
ERR176596,Non-Mix,Non-mix
ERR176597,Non-Mix,Non-mix
ERR176598,Non-mix,Non-mix
ERR176599,Non-Mix,Non-mix
ERR176600,Mix,Mix
ERR176601,Non-Mix,Non-mix
ERR176602,Non-Mix,Non-mix
ERR176603,Non-Mix,Non-mix
ERR176604,Mix,Mix
ERR176605,Non-mix,Non-mix
ERR176606,Non-Mix,Non-mix
ERR176607,Non-Mix,Non-mix
ERR176608,Non-Mix,Non-mix
ERR176609,Non-Mix,Non-mix
ERR176610,Mix,Mix
ERR176611,Mix,Mix
ERR176612,Non-Mix,Non-mix
ERR176613,Non-Mix,Non-mix
ERR176614,Non-Mix,Non-mix
ERR176615,Non-Mix,Non-mix
ERR176616,Mix,Mix
ERR176617,Non-Mix,Non-mix
ERR176618,Non-Mix,Non-mix
ERR176619,Non-Mix,Non-mix
ERR176620,Mix,Mix
ERR176621,Mix,Mix
ERR176622,Non-Mix,Non-mix
ERR176623,Non-mix,Non-mix
ERR176624,Non-Mix,Non-mix
ERR176625,Non-Mix,Non-mix
ERR176626,Non-Mix,Non-mix
ERR176627,Non-Mix,Non-mix
ERR176628,Non-Mix,Non-mix
ERR176629,Non-Mix,Non-mix
ERR176630,Non-Mix,Non-mix
ERR176631,Mix,Mix
ERR176632,Non-Mix,Non-mix
ERR176633,Non-Mix,Non-mix
ERR176634,Non-Mix,Non-mix
ERR176635,Non-Mix,Non-mix
ERR176636,Non-Mix,Non-mix
ERR176637,Non-Mix,Non-mix
ERR176638,Non-mix,Non-mix
ERR176639,Non-Mix,Non-mix
ERR176640,Non-Mix,Non-mix
ERR176641,Non-Mix,Non-mix
ERR176642,Non-Mix,Non-mix
ERR176644,Non-Mix,Non-mix
ERR176645,Non-Mix,Non-mix
ERR176647,Non-Mix,Non-mix
ERR176648,Non-Mix,Non-mix
ERR176649,Non-mix,Non-mix
ERR176650,Mix,Mix
ERR176652,Mix,Mix
ERR176653,Mix,Mix
ERR176654,Non-Mix,Non-mix
ERR176655,Mix,Mix
ERR176656,Non-Mix,Non-mix
ERR176659,Non-Mix,Non-mix
ERR176660,Non-Mix,Non-mix
ERR176661,Non-Mix,Non-mix
ERR176662,Non-Mix,Non-mix
ERR176663,Non-Mix,Non-mix
ERR176664,Mix,Mix
ERR176665,Non-Mix,Non-mix
ERR176666,Non-Mix,Non-mix
ERR176667,Non-Mix,Non-mix
ERR176668,Mix,Mix
ERR176669,Non-Mix,Non-mix
ERR176670,Non-Mix,Non-mix
ERR176671,Non-Mix,Non-mix
ERR176672,Mix,Mix
ERR176673,Non-Mix,Non-mix
ERR176674,Non-Mix,Non-mix
ERR176675,Non-Mix,Non-mix
ERR176676,Non-Mix,Non-mix
ERR176677,Non-Mix,Non-mix
ERR176678,Non-Mix,Non-mix
ERR176679,Non-Mix,Non-mix
ERR176680,Non-Mix,Non-mix
ERR176681,Mix,Mix
ERR176682,Non-Mix,Non-mix
ERR176683,Non-Mix,Non-mix
ERR176684,Non-Mix,Non-mix
ERR176685,Non-Mix,Non-mix
ERR176686,Non-Mix,Non-mix
ERR176687,Non-Mix,Non-mix
ERR176688,Mix,Mix
ERR176689,Non-Mix,Non-mix
ERR176690,Non-Mix,Non-mix
ERR176691,Non-Mix,Non-mix
ERR176692,Non-Mix,Non-mix
ERR176693,Non-Mix,Non-mix
ERR176694,Non-Mix,Non-mix
ERR176695,Non-Mix,Non-mix
ERR176696,Non-Mix,Non-mix
ERR176697,Non-Mix,Non-mix
ERR176698,Non-Mix,Non-mix
ERR176699,Non-Mix,Non-mix
ERR176700,Non-Mix,Non-mix
ERR176701,Mix,Mix
ERR176702,Non-Mix,Non-mix
ERR176703,Mix,Non-mix
ERR176705,Non-Mix,Non-mix
ERR176706,Mix,Mix
ERR176707,Non-Mix,Non-mix
ERR176708,Non-Mix,Non-mix
ERR176709,Mix,Mix
ERR176710,Non-Mix,Non-mix
ERR176711,Non-Mix,Non-mix
ERR176712,Non-Mix,Non-mix
ERR176713,Mix,Mix
ERR176714,Non-Mix,Non-mix
ERR176715,Non-Mix,Non-mix
ERR176716,Non-Mix,Non-mix
ERR176718,Non-Mix,Non-mix
ERR176719,Non-Mix,Non-mix
ERR176720,Non-Mix,Non-mix
ERR176721,Non-Mix,Non-mix
ERR176722,Non-Mix,Non-mix
ERR176723,Mix,Mix
ERR176724,Non-Mix,Non-mix
ERR176725,Mix,Mix
ERR176726,Non-Mix,Non-mix
ERR176727,Non-Mix,Non-mix
ERR176728,Non-Mix,Non-mix
ERR176729,Non-mix,Non-mix
ERR176730,Non-Mix,Non-mix
ERR176731,Non-mix,Non-mix
ERR176732,Non-Mix,Non-mix
ERR176733,Non-Mix,Non-mix
ERR176734,Mix,Mix
ERR176735,Non-mix,Non-mix
ERR176736,Non-Mix,Non-mix
ERR176737,Non-Mix,Non-mix
ERR176738,Mix,Mix
ERR176739,Non-Mix,Non-mix
ERR176742,Non-Mix,Non-mix
ERR176743,Non-Mix,Non-mix
ERR176744,Non-Mix,Non-mix
ERR176745,Non-Mix,Non-mix
ERR176746,Mix,Mix
ERR176747,Non-Mix,Non-mix
ERR176748,Mix,Mix
ERR176749,Mix,Mix
ERR176750,Non-Mix,Non-mix
ERR176752,Non-Mix,Non-mix
ERR176753,Non-Mix,Non-mix
ERR176754,Non-Mix,Non-mix
ERR176755,Mix,Mix
ERR176756,Non-Mix,Non-mix
ERR176758,Non-Mix,Non-mix
ERR176759,Non-Mix,Non-mix
ERR176760,Non-Mix,Non-mix
ERR176762,Non-Mix,Non-mix
ERR176763,Non-Mix,Non-mix
ERR176764,Non-mix,Non-mix
ERR176765,Non-Mix,Non-mix
ERR176767,Non-Mix,Non-mix
ERR176768,Non-Mix,Non-mix
ERR176769,Non-Mix,Non-mix
ERR176770,Non-Mix,Non-mix
ERR176772,Non-Mix,Non-mix
ERR176773,Non-Mix,Non-mix
ERR176774,Non-Mix,Non-mix
ERR176775,Non-Mix,Non-mix
ERR176776,Non-Mix,Non-mix
ERR176777,Non-Mix,Non-mix
ERR176782,Non-Mix,Non-mix
ERR176783,Non-Mix,Non-mix
ERR176784,Non-Mix,Non-mix
ERR176785,Mix,Non-mix
ERR176786,Non-Mix,Non-mix
ERR176787,Non-mix,Non-mix
ERR176788,Non-Mix,Non-mix
ERR176789,Non-Mix,Non-mix
ERR176790,Non-Mix,Non-mix
ERR176791,Non-Mix,Non-mix
ERR176792,Non-Mix,Non-mix
ERR176793,Mix,Mix
ERR176795,Non-Mix,Non-mix
ERR176796,Mix,Mix
ERR176797,Non-Mix,Non-mix
ERR176798,Non-Mix,Non-mix
ERR176799,Non-Mix,Non-mix
ERR176800,Non-Mix,Non-mix
ERR176801,Non-Mix,Non-mix
ERR176802,Mix,Mix
ERR176803,Non-Mix,Non-mix
ERR176804,Non-Mix,Non-mix
ERR176805,Non-Mix,Non-mix
ERR176806,Non-Mix,Non-mix
ERR176807,Mix,Mix
ERR176808,Non-Mix,Non-mix
ERR176809,Mix,Mix
ERR176810,Mix,Mix
ERR176811,Non-Mix,Non-mix
ERR176812,Non-Mix,Non-mix
ERR176813,Mix,Mix
ERR176814,Non-Mix,Non-mix
ERR176815,Non-Mix,Non-mix
ERR176816,Non-Mix,Non-mix
ERR176817,Non-Mix,Non-mix
ERR176818,Non-Mix,Non-mix
ERR176819,Non-Mix,Non-mix
ERR176820,Non-Mix,Non-mix
ERR176821,Non-Mix,Non-mix
ERR176822,Non-Mix,Non-mix
ERR176823,Non-Mix,Non-mix
ERR176824,Non-Mix,Non-mix
ERR176825,Non-Mix,Non-mix
ERR176826,Non-Mix,Non-mix
ERR176827,Non-Mix,Non-mix
ERR176828,Non-Mix,Non-mix
ERR176829,Non-Mix,Non-mix
ERR181674,Non-Mix,Non-mix
ERR181675,Non-Mix,Non-mix
ERR181676,Non-Mix,Non-mix
ERR181677,Non-Mix,Non-mix
ERR181678,Non-Mix,Non-mix
ERR181679,Non-Mix,Non-mix
ERR181680,Non-mix,Non-mix
ERR181681,Non-Mix,Non-mix
ERR181682,Non-Mix,Non-mix
ERR181683,Non-Mix,Non-mix
ERR181684,Non-Mix,Non-mix
ERR181685,Non-Mix,Non-mix
ERR181686,Mix,Mix
ERR181687,Non-Mix,Non-mix
ERR181688,Mix,Mix
ERR181689,Mix,Mix
ERR181690,Non-Mix,Non-mix
ERR181691,Non-Mix,Non-mix
ERR181692,Non-Mix,Non-mix
ERR181693,Non-Mix,Non-mix
ERR181694,Non-Mix,Non-mix
ERR181695,Mix,Mix
ERR181696,Non-Mix,Non-mix
ERR181697,Non-Mix,Non-mix
ERR181698,Non-Mix,Non-mix
ERR181699,Non-Mix,Non-mix
ERR181700,Non-Mix,Non-mix
ERR181701,Non-Mix,Non-mix
ERR181702,Non-Mix,Non-mix
ERR181703,Non-Mix,Non-mix
ERR181704,Non-Mix,Non-mix
ERR181705,Mix,Mix
ERR181706,Non-Mix,Non-mix
ERR181707,Non-Mix,Non-mix
ERR181708,Mix,Mix
ERR181709,Non-Mix,Non-mix
ERR181710,Non-Mix,Non-mix
ERR181713,Non-mix,Non-mix
ERR181714,Non-Mix,Non-mix
ERR181716,Non-Mix,Non-mix
ERR181717,Non-Mix,Non-mix
ERR181718,Non-Mix,Non-mix
ERR181719,Non-Mix,Non-mix
ERR181720,Non-Mix,Non-mix
ERR181721,Non-Mix,Non-mix
ERR181722,Non-Mix,Non-mix
ERR181723,Non-Mix,Non-mix
ERR181724,Non-Mix,Non-mix
ERR181725,Non-Mix,Non-mix
ERR181726,Non-Mix,Non-mix
ERR181727,Non-Mix,Non-mix
ERR181728,Non-Mix,Non-mix
ERR181729,Non-Mix,Non-mix
ERR181730,Non-Mix,Non-mix
ERR181731,Non-Mix,Non-mix
ERR181732,Non-Mix,Non-mix
ERR181733,Non-Mix,Non-mix
ERR181734,Non-Mix,Non-mix
ERR181737,Non-Mix,Non-mix
ERR181738,Non-Mix,Non-mix
ERR181739,Non-Mix,Non-mix
ERR181740,Non-Mix,Non-mix
ERR181741,Non-Mix,Non-mix
ERR181743,Non-Mix,Non-mix
ERR181746,Non-Mix,Non-mix
ERR181747,Non-Mix,Non-mix
ERR181748,Non-Mix,Non-mix
ERR181749,Mix,Mix
ERR181750,Mix,Mix
ERR181752,Mix,Mix
ERR181753,Mix,Mix
ERR181754,Non-Mix,Non-mix
ERR181755,Non-Mix,Non-mix
ERR181756,Non-Mix,Non-mix
ERR181757,Non-Mix,Non-mix
ERR181758,Non-Mix,Non-mix
ERR181759,Non-Mix,Non-mix
ERR181760,Non-Mix,Non-mix
ERR181761,Non-Mix,Non-mix
ERR181762,Non-Mix,Non-mix
ERR181763,Non-Mix,Non-mix
ERR181764,Non-Mix,Non-mix
ERR181765,Non-Mix,Non-mix
ERR181766,Non-Mix,Non-mix
ERR181767,Non-Mix,Non-mix
ERR181768,Non-Mix,Non-mix
ERR181769,Non-Mix,Non-mix
ERR181770,Non-Mix,Non-mix
ERR181771,Non-Mix,Non-mix
ERR181772,Non-Mix,Non-mix
ERR181773,Non-Mix,Non-mix
ERR181774,Non-Mix,Non-mix
ERR181775,Non-Mix,Non-mix
ERR181777,Non-Mix,Non-mix
ERR181778,Non-Mix,Non-mix
ERR181779,Non-Mix,Non-mix
ERR181780,Non-Mix,Non-mix
ERR181781,Non-Mix,Non-mix
ERR181782,Mix,Mix
ERR181893,Non-Mix,Non-mix
ERR181894,Non-Mix,Non-mix
ERR181895,Non-Mix,Non-mix
ERR181896,Non-Mix,Non-mix
ERR181897,Non-Mix,Non-mix
ERR181898,Non-Mix,Non-mix
ERR181899,Non-Mix,Non-mix
ERR181900,Non-Mix,Non-mix
ERR181901,Non-Mix,Non-mix
ERR181902,Non-Mix,Non-mix
ERR181903,Non-Mix,Non-mix
ERR181904,Non-Mix,Non-mix
ERR181905,Non-Mix,Non-mix
ERR181906,Non-Mix,Non-mix
ERR181907,Non-Mix,Non-mix
ERR181908,Non-Mix,Non-mix
ERR181909,Mix,Mix
ERR181911,Non-Mix,Non-mix
ERR181912,Non-Mix,Non-mix
ERR181913,Mix,Mix
ERR181914,Non-Mix,Non-mix
ERR181915,Non-Mix,Non-mix
ERR181916,Non-Mix,Non-mix
ERR181917,Non-Mix,Non-mix
ERR181918,Non-Mix,Non-mix
ERR181919,Non-Mix,Non-mix
ERR181920,Non-Mix,Non-mix
ERR181921,Non-Mix,Non-mix
ERR181922,Non-Mix,Non-mix
ERR181923,Mix,Mix
ERR181924,Non-Mix,Non-mix
ERR181925,Non-Mix,Non-mix
ERR181926,Non-Mix,Non-mix
ERR181927,Non-Mix,Non-mix
ERR181928,Non-Mix,Non-mix
ERR181929,Non-Mix,Non-mix
ERR181930,Non-Mix,Non-mix
ERR181931,Non-Mix,Non-mix
ERR181933,Mix,Mix
ERR181934,Non-Mix,Non-mix
ERR181935,Non-mix,Non-mix
ERR181936,Non-Mix,Non-mix
ERR181937,Mix,Mix
ERR181938,Non-Mix,Non-mix
ERR181939,Non-Mix,Non-mix
ERR181942,Non-Mix,Non-mix
ERR181943,Non-Mix,Non-mix
ERR181944,Non-Mix,Non-mix
ERR181945,Mix,Mix
ERR181946,Non-Mix,Non-mix
ERR181947,Non-Mix,Non-mix
ERR181948,Non-Mix,Non-mix
ERR181949,Non-Mix,Non-mix
ERR181950,Non-Mix,Non-mix
ERR181951,Non-Mix,Non-mix
ERR181952,Non-Mix,Non-mix
ERR181953,Mix,Mix
ERR181954,Non-Mix,Non-mix
ERR181955,Non-Mix,Non-mix
ERR181956,Non-mix,Non-mix
ERR181957,Non-Mix,Non-mix
ERR181958,Non-Mix,Non-mix
ERR181959,Non-Mix,Non-mix
ERR181960,Non-Mix,Non-mix
ERR181961,Non-Mix,Non-mix
ERR181962,Non-Mix,Non-mix
ERR181963,Non-Mix,Non-mix
ERR181964,Non-Mix,Non-mix
ERR181966,Non-Mix,Non-mix
ERR181967,Non-Mix,Non-mix
ERR181968,Non-Mix,Non-mix
ERR181969,Non-Mix,Non-mix
ERR181970,Non-Mix,Non-mix
ERR181972,Non-Mix,Non-mix
ERR181973,Non-Mix,Non-mix
ERR181974,Mix,Mix
ERR181975,Non-Mix,Non-mix
ERR181977,Mix,Mix
ERR181978,Non-Mix,Non-mix
ERR181979,Non-Mix,Non-mix
ERR181980,Non-Mix,Non-mix
ERR181981,Non-Mix,Non-mix
ERR181982,Non-Mix,Non-mix
ERR181983,Mix,Mix
ERR181984,Non-Mix,Non-mix
ERR181985,Non-Mix,Non-mix
ERR181987,Non-Mix,Non-mix
ERR181988,Non-Mix,Non-mix
ERR181989,Non-Mix,Non-mix
ERR181990,Non-Mix,Non-mix
ERR181991,Non-Mix,Non-mix
ERR181992,Non-Mix,Non-mix
ERR181993,Non-mix,Non-mix
ERR181994,Non-Mix,Non-mix
ERR181995,Non-Mix,Non-mix
ERR181996,Non-Mix,Non-mix
ERR181997,Non-Mix,Non-mix
ERR181998,Non-Mix,Non-mix
ERR181999,Non-Mix,Non-mix
ERR182000,Non-Mix,Non-mix
ERR182001,Non-Mix,Non-mix
ERR182002,Non-Mix,Non-mix
ERR182003,Non-Mix,Non-mix
ERR182004,Non-Mix,Non-mix
ERR182005,Non-Mix,Non-mix
ERR182006,Non-Mix,Non-mix
ERR182007,Non-Mix,Non-mix
ERR182008,Non-Mix,Non-mix
ERR182009,Non-Mix,Non-mix
ERR182010,Non-Mix,Non-mix
ERR182012,Non-Mix,Non-mix
ERR182013,Non-Mix,Non-mix
ERR182015,Mix,Mix
ERR182016,Non-Mix,Non-mix
ERR182017,Non-Mix,Non-mix
ERR182018,Non-Mix,Non-mix
ERR182019,Non-Mix,Non-mix
ERR182020,Non-mix,Non-mix
ERR182021,Non-mix,Non-mix
ERR182022,Non-Mix,Non-mix
ERR182023,Non-Mix,Non-mix
ERR182024,Non-Mix,Non-mix
ERR182025,Non-Mix,Non-mix
ERR182026,Mix,Mix
ERR182027,Mix,Mix
ERR182028,Non-Mix,Non-mix
ERR182029,Non-Mix,Non-mix
ERR182030,Non-Mix,Non-mix
ERR182031,Non-Mix,Non-mix
ERR182032,Non-Mix,Non-mix
ERR182033,Non-Mix,Non-mix
ERR182034,Non-Mix,Non-mix
ERR182035,Non-Mix,Non-mix
ERR182036,Non-Mix,Non-mix
ERR182037,Non-Mix,Non-mix
ERR182038,Non-Mix,Non-mix
ERR182039,Non-Mix,Non-mix
ERR182040,Non-Mix,Non-mix
ERR182041,Mix,Mix
ERR182042,Non-Mix,Non-mix
ERR182043,Non-Mix,Non-mix
ERR182044,Non-mix,Non-mix
ERR182045,Non-Mix,Non-mix
ERR182046,Non-Mix,Non-mix
ERR182047,Non-Mix,Non-mix
ERR182048,Non-Mix,Non-mix
ERR182049,Mix,Mix
ERR182050,Non-Mix,Non-mix
ERR182051,Non-Mix,Non-mix
ERR182052,Non-Mix,Non-mix
ERR182053,Non-Mix,Non-mix
ERR182055,Non-Mix,Non-mix
ERR182056,Non-mix,Non-mix
ERR182057,Non-Mix,Non-mix
ERR190328,Non-Mix,Non-mix
ERR190329,Non-Mix,Non-mix
ERR190330,Non-Mix,Non-mix
ERR190331,Non-Mix,Non-mix
ERR190332,Non-mix,Non-mix
ERR190333,Non-Mix,Non-mix
ERR190335,Non-Mix,Non-mix
ERR190336,Non-Mix,Non-mix
ERR190337,Non-Mix,Non-mix
ERR190338,Non-Mix,Non-mix
ERR190339,Non-Mix,Non-mix
ERR190340,Mix,Mix
ERR190341,Non-Mix,Non-mix
ERR190342,Mix,Mix
ERR190343,Mix,Mix
ERR190344,Non-Mix,Non-mix
ERR190345,Non-Mix,Non-mix
ERR190346,Non-Mix,Non-mix
ERR190347,Non-Mix,Non-mix
ERR190348,Non-Mix,Non-mix
ERR190349,Non-Mix,Non-mix
ERR190350,Non-mix,Non-mix
ERR190351,Non-Mix,Non-mix
ERR190352,Non-Mix,Non-mix
ERR190353,Non-Mix,Non-mix
ERR190354,Non-Mix,Non-mix
ERR190355,Non-Mix,Non-mix
ERR190356,Non-Mix,Non-mix
ERR190357,Non-mix,Non-mix
ERR190358,Non-Mix,Non-mix
ERR190359,Non-Mix,Non-mix
ERR190360,Non-Mix,Non-mix
ERR190361,Non-Mix,Non-mix
ERR190362,Non-Mix,Non-mix
ERR190363,Non-Mix,Non-mix
ERR190364,Non-Mix,Non-mix
ERR190365,Non-Mix,Non-mix
ERR190366,Non-Mix,Non-mix
ERR190368,Non-Mix,Non-mix
ERR190369,Non-Mix,Non-mix
ERR190370,Non-Mix,Non-mix
ERR190371,Non-Mix,Non-mix
ERR190372,Non-Mix,Non-mix
ERR190373,Non-Mix,Non-mix
ERR190374,Non-Mix,Non-mix
ERR190375,Non-Mix,Non-mix
ERR190376,Non-Mix,Non-mix
ERR190377,Non-Mix,Non-mix
ERR190378,Non-Mix,Non-mix
ERR190379,Mix,Mix
ERR190381,Non-Mix,Non-mix
ERR190382,Non-Mix,Non-mix
ERR190383,Non-Mix,Non-mix
ERR190384,Non-Mix,Non-mix
ERR190385,Non-Mix,Non-mix
ERR190386,Non-Mix,Non-mix
ERR190387,Non-Mix,Non-mix
ERR190388,Mix,Mix
ERR190389,Non-Mix,Non-mix
ERR190390,Non-Mix,Non-mix
ERR190391,Non-Mix,Non-mix
ERR190392,Non-Mix,Non-mix
ERR190393,Non-Mix,Non-mix
ERR190394,Non-Mix,Non-mix
ERR190395,Non-Mix,Non-mix
ERR190396,Non-Mix,Non-mix
ERR190397,Non-Mix,Non-mix
ERR190398,Non-Mix,Non-mix
ERR190399,Non-Mix,Non-mix
ERR190400,Non-Mix,Non-mix
ERR190401,Non-Mix,Non-mix
ERR190402,Non-Mix,Non-mix
ERR190403,Non-Mix,Non-mix
ERR190404,Non-Mix,Non-mix
ERR190405,Non-Mix,Non-mix
ERR190406,Non-Mix,Non-mix
ERR190407,Non-Mix,Non-mix
ERR190408,Non-Mix,Non-mix
ERR190409,Non-Mix,Non-mix
ERR190410,Non-Mix,Non-mix
ERR211990,Mix,Mix
ERR211991,Non-mix,Non-mix
ERR211992,Non-mix,Non-mix
ERR211993,Non-Mix,Non-mix
ERR211994,Non-Mix,Non-mix
ERR211995,Non-Mix,Non-mix
ERR211996,Non-Mix,Non-mix
ERR211997,Non-Mix,Non-mix
ERR211998,Non-Mix,Non-mix
ERR211999,Non-Mix,Non-mix
ERR212000,Non-mix,Non-mix
ERR212002,Mix,Mix
ERR212004,Mix,Mix
ERR212006,Non-Mix,Non-mix
ERR212008,Non-Mix,Non-mix
ERR212009,Non-Mix,Non-mix
ERR212010,Non-Mix,Non-mix
ERR212011,Non-Mix,Non-mix
ERR212012,Non-Mix,Non-mix
ERR212013,Non-Mix,Non-mix
ERR212014,Non-Mix,Non-mix
ERR212015,Non-Mix,Non-mix
ERR212016,Non-Mix,Non-mix
ERR212017,Non-mix,Non-mix
ERR212019,Non-Mix,Non-mix
ERR212020,Non-Mix,Non-mix
ERR212021,Non-Mix,Non-mix
ERR212022,Non-Mix,Non-mix
ERR212023,Non-Mix,Non-mix
ERR212025,Non-mix,Non-mix
ERR212027,Non-Mix,Non-mix
ERR212028,Non-Mix,Non-mix
ERR212029,Non-Mix,Non-mix
ERR212031,Non-Mix,Non-mix
ERR212032,Non-Mix,Non-mix
ERR212035,Non-Mix,Non-mix
ERR212036,Non-Mix,Non-mix
ERR212037,Non-Mix,Non-mix
ERR212038,Non-Mix,Non-mix
ERR212039,Non-Mix,Non-mix
ERR212040,Non-Mix,Non-mix
ERR212041,Mix,Mix
ERR212042,Non-mix,Non-mix
ERR212043,Non-Mix,Non-mix
ERR212044,Non-Mix,Non-mix
ERR212045,Non-Mix,Non-mix
ERR212046,Non-Mix,Non-mix
ERR212047,Non-Mix,Non-mix
ERR212048,Non-Mix,Non-mix
ERR212049,Non-Mix,Non-mix
ERR212050,Non-Mix,Non-mix
ERR212051,Non-Mix,Non-mix
ERR212052,Non-Mix,Non-mix
ERR212055,Non-Mix,Non-mix
ERR212056,Non-Mix,Non-mix
ERR212057,Non-Mix,Non-mix
ERR212058,Mix,Mix
ERR212059,Mix,Mix
ERR212060,Non-Mix,Non-mix
ERR212061,Non-mix,Non-mix
ERR212063,Non-mix,Non-mix
ERR212064,Non-Mix,Non-mix
ERR212065,Non-mix,Non-mix
ERR212066,Non-Mix,Non-mix
ERR212067,Non-mix,Non-mix
ERR212069,Mix,Mix
ERR212071,Non-Mix,Non-mix
ERR212072,Non-Mix,Non-mix
ERR212073,Non-Mix,Non-mix
ERR212075,Non-mix,Non-mix
ERR212077,Non-Mix,Non-mix
ERR212079,Non-Mix,Non-mix
ERR212080,Non-Mix,Non-mix
ERR212081,Non-Mix,Non-mix
ERR212082,Non-mix,Non-mix
ERR212083,Non-Mix,Non-mix
ERR212084,Non-Mix,Non-mix
ERR212085,Non-Mix,Non-mix
ERR212086,Mix,Mix
ERR212087,Non-Mix,Non-mix
ERR212088,Non-Mix,Non-mix
ERR212089,Non-Mix,Non-mix
ERR212090,Non-mix,Non-mix
ERR212091,Non-Mix,Non-mix
ERR212092,Non-Mix,Non-mix
ERR212093,Non-Mix,Non-mix
ERR212094,Non-Mix,Non-mix
ERR212095,Non-Mix,Non-mix
ERR212096,Non-Mix,Non-mix
ERR212097,Non-Mix,Non-mix
ERR212098,Mix,Mix
ERR212099,Non-Mix,Non-mix
ERR212100,Mix,Mix
ERR212101,Mix,Mix
ERR212102,Non-Mix,Non-mix
ERR212103,Non-Mix,Non-mix
ERR212104,Non-Mix,Non-mix
ERR212105,Non-Mix,Non-mix
