1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,,G2545013A,,G3626562A,G3626562A,T1053912C,,A1523575G,G993016A,G993016A,G993016A,,,,,C3150994G,,C703722G,,,A2667578G,C3330637G,,,,G1722138A,,,C4383945T,,,,,C4147496T,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1710085C,G3057309A,G796515A,G1005061T,,,A3000112G,G1177000A
G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,,G2573553A,,C4311664T,C4311664T,T1065793G,,T1556430G,C1914217A,C1914217A,C1914217A,,,,,G3213615A,,T815409G,,,C2771693G,C3359036A,,,,G1776885A,,,,,,,,G4388153A,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1721987T,C3057375T,C799237T,C1030188A,,,G3033934A,G1183362C
G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,,T2582198G,,,C671385G,G1106614T,,G1591545T,C2729454T,C2729454T,C2729454T,,,,,A3241734C,,G922256A,,,A2952466T,T3367848C,,,,C1961706G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1754786A,A3137026C,C806841T,G1032300A,,,G3063326A,G1187902A
T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,,C2605187T,,,A731015G,C1174655T,,C1639226T,G3722702C,G3722702C,G3722702C,,,,,G3295605T,,C1202752T,,,G3023036A,C3415624T,,,,G2203875A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1757727A,G3147243A,C811642T,C1040256T,,,C3071554T,C1195238T
T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,,A2610122G,,,C1891388G,G1197567C,,G1941617C,C4132949T,C4132949T,C4132949T,,,,,A3504213G,,C1233417G,,,C3333080T,C3431590A,,,,A2486335G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1799921A,G3155164A,G821057A,C1059920T,,,G3086520A,C1202094T
G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,,G2623273A,,,A1947282G,C1246500T,,G2017026A,,T791671C,G67634T,,,,,G3626305A,,T1269642C,,,C3346060T,C3504611G,,,,C2727096T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1846854A,C3346980T,A826066G,C1081783T,,,G3094181A,C1210022A
G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,,C2648929T,,,C4080525T,C1511460T,,A2467098C,,C1237818G,G187342C,,,,,C3910829T,,G1335596A,,,C3396059T,G3595027A,,,,A2880507G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1849814G,A3554298G,C829407T,C1102289T,,,G3159906A,C1211274T
C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,,C2730205A,,,,C1565566T,,G2744388A,,C2245499T,A205928C,,,,,G3939163A,,C1399084T,,,T3518371C,G3654876T,,,,G2919808A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1853565A,C3586551A,A845487G,G1143756T,,,G3195372A,G1215822T
A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,,G2778196A,,,,C1750386T,,G3023684A,,C2282190T,T288173C,,,,,G4118179A,,T1478277G,,,G3665314A,C3680527A,,,,G3192080A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1870194C,G3591488A,T850343C,G1147672T,,,G3206759A,T1237312G
G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,,T2782240C,,,,C1762216G,,G3706260C,,G2378572A,C343092T,,,,,T4144971G,,C1524716T,,,C3665467T,C3847898T,,,,C3344133G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1909456T,C3596407T,G872505A,G1154672T,,,C3291797T,A1240481C
G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,,C2783790T,,,,C1935437T,,G4065300T,,C3557911T,C452961T,,,,,C4146926T,,C1642075T,,,C3819949A,G3848194C,,,,C3463561T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1911301T,C3599099A,C873676G,G1227518A,,,T3432187G,C1241950T
A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,,G2815465T,,,,G2140076A,,,,C4053713G,A581170C,,,,,T4208009G,,C1820976T,,,A3877066C,C3858856T,,,,C3649458A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1926500T,C3622618G,G879323C,G1242471T,,,C3437813T,C1243942T
G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,,A2867432G,,,,C2141368T,,,,,A643904G,,,,,T4212656C,,T1890886C,,,A4007194C,G3896048T,,,,C4036398T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1939763A,A3635117G,G885228A,G1256794T,,,G3465059A,C1250415A
G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,,G2880615A,,,,C2185009T,,,,,C689180T,,,,,G4243833A,,G1909220A,,,C4145770A,A4113001G,,,,T4076538C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1942121T,G3673210T,T893119G,G1258972T,,,G3513595A,C1286172T
G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,,C2880668T,,,,T2602454G,,,,,A831009C,,,,,G4246930C,,C2017113T,,,C4315859T,G4161092A,,,,A4284201G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1951438A,C3693548T,G896431A,C1260255T,,,A3514170C,A1288923C
G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,,G2887475T,,,,C2881542G,,,,,G875034A,,,,,G4294328A,,G2223372C,,,G4337622A,C4183402A,,,,G4376670T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1961730A,C3789077T,G904403A,A1276641G,,,T3538563C,A1289401G
C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,,G2932819T,,,,G2883217C,,,,,G898570A,,,,,G4306984A,,C2276018A,,,A4346164G,G4215426A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2005152A,C3792262A,A907649C,C1301200A,,,C3609827T,G1321202C
G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,,G3063565A,,,,C3128345G,,,,,T1240513C,,,,,A4315064G,,C2704329T,,,G4392074T,T4254739C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2005607G,C3823494A,A912040C,C1312473T,,,C3636471T,G1330443A
C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,,C3139686T,,,,G3134017T,,,,,G1255618A,,,,,G4400239A,,C2739087T,,,G4404313A,C4286885T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2008140C,G3862148A,C918558T,C1354912T,,,C3702606T,C1333051G
C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,,A3223856C,,,,G3162021C,,,,,C1323386T,,,,,,,C2788050T,,,,A4360964G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2018883C,A3883278G,G938330T,T1371338G,,,A3713169G,G1344807A
G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,G2508395A,,G3240567A,,,,A3312401C,,,,,T1396281C,,,,,,,G2980975A,,,,G4381644A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2060377T,A3980437C,C940678G,C1391766T,,,G3772711A,T1349002C
C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,,G3242930C,,,,C3418386T,,,,,G1400209C,,,,,,,C3044919T,,,,G4398557A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2069546C,C3995060A,G940745A,C1428629T,,,G3865587A,G1355203A
G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,,G3256848A,,,,T3823194C,,,,,C1523478A,,,,,,,T3273638C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2080594T,A4004907T,A948743C,A1443507G,,,G3871242A,G1369060T
G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,,T3320975C,,,,C4302926G,,,,,T1576142G,,,,,,,C3810038G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2087453G,G4084010A,A956055G,C1446846T,,,A3896671G,G1375542A
G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,,A3346511C,,,,C4377999A,,,,,C1648096T,,,,,,,A4233217G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2090366G,G4086697T,G967288A,G1495341A,,,C4030078T,C1377919A
T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,,G3382910A,,,,T4400839C,,,,,T1837815G,,,,,,,G4269540A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2095234A,C4090238T,C973502T,G1496663T,,,G4048465A,G1388539A
C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,,C3424878T,,,,,,,,,C1862121T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2099631T,C4106075T,G973932C,C1507342T,,,C4069637A,G1400830T
A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,,C3436300T,,,,,,,,,A1969545T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2101921T,C4148162A,C989400T,C1568756A,,,G4093779A,G1410646A
G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,,G3444109A,,,,,,,,,G2081538A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2107050A,G4183288A,T994568G,C1604013T,,,G4146129T,T1414381G
G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,,G3447102T,,,,,,,,,T2269825G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2122443A,C4186864T,C997124T,C1604512T,,,G4170404A,C1425039T
A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,,A3456397G,,,,,,,,,G2342425C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2178941A,G4192341A,G1001291A,G1643148A,,,G4175637C,G1433143A
C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,,C3478092G,,,,,,,,,C2374007T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2186371A,A4193641G,C1010996T,C1660292A,,,C4183664G,A1433787G
G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,,G3483703A,,,,,,,,,G2415042T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2186421G,G4201352A,C1015633T,C1665285A,,,T4191287G,C1435481A
C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,,A3513538T,,,,,,,,,G2448800A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2235807G,C4220427T,C1024413G,A1672097G,,,A4200868C,C1449038T
G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,,T3534662C,,,,,,,,,C2484329T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2246459A,C4236891A,T1032476A,T1674481G,,,C4201724T,C1465317T
G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,,G3559689T,,,,,,,,,T2607391C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2283293C,C4241843A,A1032978G,C1703568T,,,T4207406G,A1498691C
G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,,G3576359A,,,,,,,,,G2615670A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2290062T,C4244379T,C1037024T,G1715216T,,,T4213472C,G1505028A
A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,,G3578190A,,,,,,,,,C2815641G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2304017T,C4289216T,A1039887G,C1719909T,,,T4365743G,G1517316C
G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,,A3697978G,,,,,,,,,G2868019C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2323291T,T4326465C,C1040921T,C1731931A,,,A4366945G,A1519924C
G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,,A3725630C,,,,,,,,,G2874344A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2328420T,G4358866A,T1048808G,C1802964T,,,C4382303T,A1532173G
A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,,G3784492A,,,,,,,,,G2881898C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2350534C,C4386625T,G1064489A,C1829045T,,,G4398102A,G1533993T
G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,,G3788150A,,,,,,,,,G2895891T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2385408A,C4398223T,G1073031T,G1843648T,,,C4398204T,A1546130C
G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,,C3798081T,,,,,,,,,C2906135T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2393590G,,A1081882G,G1875067A,,,T4408985C,C1546596T
T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,,C4074482T,,,,,,,,,C3013911T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2414989G,,C1088804T,C1881982T,,,,C1549838T
T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,,G4090667A,,,,,,,,,G3035518A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2419044G,,T1102273G,C1917642T,,,,G1550928T
A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,,A4096171G,,,,,,,,,C3068286T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2452657A,,G1105739C,G1956085T,,,,C1555342T
C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,,C4137950T,,,,,,,,,G3170270A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2463455T,,G1124532T,G1974662T,,,,C1555736T
G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,,G4141505C,,,,,,,,,G3262043T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2465721C,,A1125894C,G1979299A,,,,A1564506G
C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,,C4143738T,,,,,,,,,G3521109A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2485956A,,C1131396T,G2066227T,,,,C1565739T
G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,,G4165481C,,,,,,,,,A3629291G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2489855T,,G1137518A,G2090754A,,,,A1566144G
C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,,C4168959G,,,,,,,,,C3786474T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2493513C,,G1138636T,G2091389A,,,,A1567479G
G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,,G4232049C,,,,,,,,,G3873066A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2498200T,,C1141176T,C2097435A,,,,A1589420G
G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,,G4233767C,,,,,,,,,G3903429A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2503491G,,C1143126T,C2114845T,,,,T1596656C
G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,,G4234805A,,,,,,,,,G4165272A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2508857A,,A1149058C,C2123181T,,,,A1598857G
G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,,A4246088G,,,,,,,,,A4254465C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2530101A,,A1155494G,G2133877T,,,,G1612514A
G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,,C4264825G,,,,,,,,,T4326176G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2532788G,,C1157089G,G2155155A,,,,A1615163G
A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,,C4287178T,,,,,,,,,G4384570C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2574950C,,G1157219A,C2176348T,,,,G1625336C
C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,,T4306758A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2598899T,,C1158720T,C2182945T,,,,T1658863A
G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,,C4345707T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2609302C,,A1172771G,C2190367T,,,,G1661723A
A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,,G4395083C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2616527T,,G1173047C,C2192763T,,,,C1673680G
G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2617442A,,G1177819T,G2203692A,,,,T1678778C
G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2645780T,,G1182145T,G2204881A,,,,C1679883G
G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2663463A,,C1206334A,G2229209A,,,,G1680083A
C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2682158A,,G1236776A,G2234456A,,,,C1686313T
C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2683729C,,G1237743A,G2306915A,,,,C1692670G
C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2702166T,,T1245045G,C2318144A,,,,G1694058C
A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2702403G,,T1253707G,C2323688T,,,,T1696370C
C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2702612A,,T1254136G,C2325372T,,,,A1697309G
G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2724331C,,A1257355G,G2349801C,,,,G1697726A
C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2730711A,,G1266130A,G2373583T,,,,C1703193G
G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2744225G,,C1268760T,A2440802G,,,,C1708095T
G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2748366A,,C1272843T,G2466760T,,,,T1710243C
