Sample_id,MixInfect,bayesian,Demixer,0,avg,long_bar,mean,,,,,,,,,,
ERR036241,Non-Mix,Non-mix,Non-Mix,medium,0.12,316,0.098648649,4.3.4.2,,,,,1,,,,
ERR036242,Non-Mix,Non-mix,Non-Mix,medium,0.19,343,0.163896104,4.3.4.2.1,,,,,1,,,,
ERR036243,Non-Mix,Non-mix,Mix,medium,0.12,302,0.122201476,3.1.1,4,,,,0.94,0.06,,,
ERR036244,Non-Mix,Non-mix,Non-Mix,medium,0.15,320,0.114566038,4.3.4.2.1,,,,,1,,,,
ERR036245,Non-Mix,Non-mix,Non-Mix,medium,0.18,329,0.166086957,4.3.4.2.1,,,,,1,,,,
ERR036246,Non-Mix,Non-mix,Non-Mix,medium,0.18,352,0.13028747,4.3.4.2.1,,,,,1,,,,
ERR036247,Non-Mix,Non-mix,Non-Mix,medium,0.16,279,0.160612083,4.3.4.2.1,,,,,1,,,,
ERR036248,Mix,Mix,Non-Mix,low,0.09,517,0.086,4.8,,,,,1,,,,
ERR036249,Non-Mix,Non-mix,Non-Mix,low,0.14,376,0.13027027,4.1.2,,,,,1,,,,
ERR037467,Non-mix,Non-mix,Non-Mix,low,0.13,424,0.109489649,4.3.4.2,,,,,0.99,,,,
ERR037468,Non-Mix,Non-mix,Non-Mix,medium,0.13,353,0.102769648,4.9.1,,,,,1,,,,
ERR037469,Mix,Mix,Mix,high,0.02,699,0.34021164,1.2.2.1,4.3.4.2,,,,0.44,0.55,,,
ERR037470,Non-Mix,Non-mix,Mix,high,0.14,473,0.110845303,4.3.4.2.1,_,,,,0.97,0.03,,,
ERR037471,Non-Mix,Non-mix,Non-Mix,low,0.02,549,0.032045939,4.3.4.2.1,,,,,1,,,,
ERR037472,Non-Mix,Non-mix,Non-Mix,low,0.16,403,0.10971251,4.3.4.2.1,,,,,1,,,,
ERR037473,Non-Mix,Non-mix,Mix,high,0.02,604,0.034288241,1.1.2,4,,,,0.95,0.05,,,
ERR037474,Non-Mix,Non-mix,Non-Mix,low,0.16,398,0.113253805,4.3.4.2.1,,,,,1,,,,
ERR037475,Non-Mix,Non-mix,Non-Mix,medium,0.14,346,0.100576866,4.3.4.2.1,,,,,1,,,,
ERR037476,Non-Mix,Non-mix,Non-Mix,low,0.18,416,0.110007974,1.1.3.2,,,,,1,,,,
ERR037477,Non-Mix,Non-mix,Non-Mix,low,0.02,525,0.033610272,4.6.1.2,,,,,1,,,,
ERR037478,Non-Mix,Non-mix,Non-Mix,medium,0.12,361,0.03773466,4.3.4.2,,,,,1,,,,
ERR037479,Non-Mix,Non-mix,Non-Mix,medium,0.14,349,0.141474532,4.3.4.2.1,,,,,1,,,,
ERR037480,Non-Mix,Non-mix,Non-Mix,low,0.14,402,0.11509434,4.3.4.2.1,,,,,1,,,,
ERR037481,Non-Mix,Non-mix,Non-Mix,low,0.02,460,0.037694878,4.1.2,,,,,1,,,,
ERR037483,Non-mix,Non-mix,Non-Mix,medium,0.16,350,0.112365564,4.3.4.2.1,,,,,1,,,,
ERR037484,Non-Mix,Non-mix,Non-Mix,low,0.13,416,0.10680436,4.8,,,,,1,,,,
ERR037485,Non-Mix,Non-mix,Non-Mix,medium,0.19,371,0.105622276,4.3.4.2.1,,,,,1,,,,
ERR037486,Non-Mix,Non-mix,Non-Mix,medium,0.14,370,0.09969697,4.3.4.2.1,,,,,1,,,,
ERR037487,Non-Mix,Non-mix,Non-Mix,low,0.17,375,0.105641822,4.3.4.2.1,,,,,1,,,,
ERR037488,Non-Mix,Non-mix,Mix,high,0.12,405,0.11078848,3,4,,,,0.95,0.05,,,
ERR037489,Non-Mix,Non-mix,Mix,high,0.15,436,0.116284987,1.2.2,4,,,,0.96,0.04,,,
ERR037490,Non-Mix,Non-mix,Non-Mix,low,0.03,399,0.108518628,4.3.4.2.1,,,,,1,,,,
ERR037491,Non-Mix,Non-mix,Mix,high,0.14,420,0.108333333,1.1.2,4,,,,0.95,0.05,,,
ERR037492,Non-Mix,Non-mix,Mix,high,0.15,418,0.104808721,3.1.1,4,,,,0.94,0.06,,,
ERR037493,Non-Mix,Non-mix,Non-Mix,medium,0.14,347,0.14256663,4.3.4.2.1,,,,,1,,,,
ERR037494,Non-Mix,Non-mix,Non-Mix,low,0.14,393,0.108766928,4.3.4.1,,,,,1,,,,
ERR037495,Non-Mix,Non-mix,Non-Mix,low,0.14,379,0.14578739,4,,,,,1,,,,
ERR037496,Non-Mix,Non-mix,Mix,high,0.03,421,0.111308204,1.2.2.1,4,,,,0.98,0.02,,,
ERR037497,Non-Mix,Non-mix,Non-Mix,low,0.16,390,0.160166667,4.3.4.2.1,,,,,1,,,,
ERR037498,Non-Mix,Non-mix,Non-Mix,low,0.16,417,0.158613485,4.3.4.1,,,,,1,,,,
ERR037499,Non-Mix,Non-mix,Non-Mix,low,0.1,393,0.111977617,4.3.4.2.1,,,,,1,,,,
ERR037500,Non-Mix,Non-mix,Non-Mix,low,0.15,389,0.116766623,4.3.4.2.1,,,,,1,,,,
ERR037501,Non-mix,Non-mix,Non-Mix,medium,0.16,362,0.148452016,4.3.4.2.1,,,,,1,,,,
ERR037502,Non-Mix,Non-mix,Mix,high,0.16,426,0.119200533,3.1.1,4,,,,0.94,0.06,,,
ERR037503,Non-Mix,Non-mix,Non-Mix,low,0.12,387,0.108467596,4.3.4.2.1,,,,,1,,,,
ERR037504,Non-Mix,Non-mix,Non-Mix,low,0.12,389,0.073445178,4.9.1,,,,,1,,,,
ERR037505,Non-Mix,Non-mix,Non-Mix,medium,0.17,367,0.110754234,4.3.4.2,,,,,1,,,,
ERR037506,Non-Mix,Non-mix,Non-Mix,medium,0.16,327,0.107382722,4.3.4.2,,,,,0.99,,,,
ERR037507,Non-Mix,Non-mix,Non-Mix,low,0.16,378,0.113069307,4.9.1,,,,,1,,,,
ERR037508,Non-Mix,Non-mix,Non-Mix,low,0.03,411,0.109354587,4.3.4.2.1,,,,,1,,,,
ERR037509,Non-Mix,Non-mix,Non-Mix,medium,0.12,356,0.143308019,4.9.1,,,,,1,,,,
ERR037510,Non-Mix,Non-mix,Non-Mix,low,0.03,417,0.109657948,1.1.3.2,,,,,1,,,,
ERR037511,Non-Mix,Non-mix,Non-Mix,low,0.12,380,0.115822482,1.1.3.2,,,,,1,,,,
ERR037512,Non-Mix,Non-mix,Non-Mix,low,0.02,475,0.036435663,4.3.4.2.1,,,,,1,,,,
ERR037513,Non-mix,Non-mix,Non-Mix,low,0.15,401,0.108872965,4.3.4.2.1,,,,,1,,,,
ERR037514,Non-Mix,Non-mix,Non-Mix,low,0.02,422,0.030917866,4.3.4.2,,,,,1,,,,
ERR037515,Non-Mix,Non-mix,Non-Mix,low,0.02,400,0.036835354,4.3.4.2.1,,,,,1,,,,
ERR037516,Non-Mix,Non-mix,Non-Mix,low,0.12,388,0.108558541,4.3.4.1,,,,,1,,,,
ERR037517,Non-mix,Non-mix,Non-Mix,low,0.14,393,0.098818156,4.9.1,,,,,1,,,,
ERR037518,Non-Mix,Non-mix,Non-Mix,low,0.15,403,0.117386031,4.3.4.2,,,,,1,,,,
ERR037519,Non-Mix,Non-mix,Non-Mix,low,0.16,381,0.110240904,1.1.3.2,,,,,1,,,,
ERR037520,Non-Mix,Non-mix,Non-Mix,low,0.03,428,0.039047871,1.1.3.2,,,,,1,,,,
ERR037521,Non-Mix,Non-mix,Non-Mix,low,0.03,393,0.032661755,1.1.3.2,,,,,1,,,,
ERR037522,Non-mix,Non-mix,Non-Mix,low,0.02,463,0.035057971,4.3.4.2,,,,,1,,,,
ERR037523,Non-Mix,Non-mix,Non-Mix,low,0.02,417,0.02988366,1.1.3.2,,,,,1,,,,
ERR037524,Non-Mix,Non-mix,Non-Mix,medium,0.15,331,0.141483382,4.3.4.2,,,,,1,,,,
ERR037525,Non-Mix,Non-mix,Non-Mix,medium,0.18,335,0.110089186,4.3.4.2.1,,,,,1,,,,
ERR037526,Non-Mix,Non-mix,Non-Mix,medium,0.16,344,0.143817609,4.9.1,,,,,1,,,,
ERR037527,Non-Mix,Non-mix,Non-Mix,medium,0.16,344,0.146557569,4.3.4.2.1,,,,,1,,,,
ERR037528,Non-Mix,Non-mix,Non-Mix,medium,0.19,335,0.159630233,4.3.4.2,,,,,1,,,,
ERR037529,Non-mix,Non-mix,Non-Mix,medium,0.13,354,0.109149798,4.3.4.2.1,,,,,1,,,,
ERR037530,Non-Mix,Non-mix,Non-Mix,medium,0.12,347,0.115268628,4.3.4.2.1,,,,,1,,,,
ERR037531,Non-Mix,Non-mix,Non-Mix,medium,0.14,355,0.107285372,4.3.2.1,,,,,1,,,,
ERR037532,Non-Mix,Non-mix,Non-Mix,medium,0.12,356,0.112186903,4.3.4.2,,,,,1,,,,
ERR037533,Non-Mix,Non-mix,Non-Mix,medium,0.12,344,0.102530055,4,,,,,1,,,,
ERR037534,Non-Mix,Non-mix,Non-Mix,low,0.14,375,0.125706728,4.3.4.2.1,,,,,1,,,,
ERR037535,Non-Mix,Non-mix,Non-Mix,low,0.02,454,0.035249599,4.3.4.2.1,,,,,1,,,,
ERR037536,Non-Mix,Non-mix,Non-Mix,low,0.02,613,0.029567308,1.1.3.2,,,,,1,,,,
ERR037537,Non-Mix,Non-mix,Non-Mix,low,0.02,490,0.032913401,4.3.4.2.1,,,,,1,,,,
ERR037538,Non-Mix,Non-mix,Non-Mix,low,0.15,414,0.145754214,4.3.4.2.1,,,,,1,,,,
ERR037539,Non-Mix,Non-mix,Non-Mix,low,0.02,398,0.036977887,4.3.4.2,,,,,1,,,,
ERR037540,Non-Mix,Non-mix,Mix,high,0.02,453,0.111584084,4.8,4.9.1,,,,0.99,0.01,,,
ERR037541,Non-Mix,Non-mix,Mix,high,0.15,399,0.113745178,4.4.1.1,4.4.1.2,,,,0.48,0.52,,,
ERR037542,Non-Mix,Non-mix,Non-Mix,medium,0.15,366,0.108896615,4.3.4.2.1,,,,,1,,,,
ERR037543,Non-Mix,Non-mix,Non-Mix,medium,0.03,341,0.13267833,4,,,,,1,,,,
ERR037544,Non-Mix,Non-mix,Non-Mix,low,0.14,430,0.113064805,4.1.2,,,,,1,,,,
ERR037545,Non-Mix,Non-mix,Non-Mix,low,0.14,377,0.104648326,4.3.4.2.1,,,,,1,,,,
ERR037546,Non-Mix,Non-mix,Mix,high,0.02,596,0.028667937,3,4,,,,0.93,0.07,,,
ERR037547,Mix,Mix,Mix,high,0.09,1039,0.052959397,1.1.3.2,4.3.4.1,,,,0.14,0.86,,,
ERR037548,Non-Mix,Non-mix,Non-Mix,low,0.03,373,0.039617665,4.3.4.2.1,,,,,1,,,,
ERR037549,Non-Mix,Non-mix,Non-Mix,low,0.13,403,0.1052644,4.3.4.2.1,,,,,1,,,,
ERR037550,Non-Mix,Non-mix,Non-Mix,low,0.14,395,0.113713925,4.8,,,,,1,,,,
ERR037551,Non-Mix,Non-mix,Mix,high,0.02,493,0.037831012,2.2.1,4,,,,0.97,0.03,,,
ERR037552,Non-Mix,Non-mix,Non-Mix,low,0.02,762,0.030805925,4.3.4.2.1,,,,,1,,,,
ERR037553,Non-Mix,Non-mix,Non-Mix,low,0.02,403,0.097222351,4.3.4.2,,,,,1,,,,
ERR037554,Non-Mix,Non-mix,Non-Mix,low,0.02,553,0.030586606,4.3.4.2.1,,,,,1,,,,
ERR037555,Non-Mix,Non-mix,Non-Mix,low,0.03,440,0.099202238,1.1.3.2,,,,,1,,,,
ERR124634,Non-Mix,Non-mix,Non-Mix,medium,0.03,342,0.041558737,4.3.4.2.1,,,,,1,,,,
ERR124635,Non-Mix,Non-mix,Non-Mix,medium,0.04,286,0.065584953,4.3.4.2.1,,,,,1,,,,
ERR124637,Non-mix,Non-mix,Non-Mix,medium,0.05,336,0.05801942,4.3.4.2.1,,,,,1,,,,
ERR124638,Non-Mix,Non-mix,Non-Mix,medium,0.1,340,0.059929074,4.3.4.1,,,,,1,,,,
ERR124640,Non-Mix,Non-mix,Non-Mix,medium,0.07,342,0.044157906,1.1.3.2,,,,,1,,,,
ERR124641,Non-Mix,Non-mix,Non-Mix,low,0.03,387,0.039071824,4.1.1.3,,,,,1,,,,
ERR124643,Non-mix,Non-mix,Non-Mix,medium,0.03,315,0.056092361,4.3.4.2.1,,,,,1,,,,
ERR124645,Non-mix,Non-mix,Non-Mix,medium,0.03,356,0.057090468,3.1.1,,,,,1,,,,
ERR124647,Non-Mix,Non-mix,Non-Mix,medium,0.06,334,0.060026649,4.3.4.2.1,,,,,1,,,,
ERR124648,Non-Mix,Non-mix,Non-Mix,medium,0.03,315,0.042518315,4.3.4.2.1,,,,,1,,,,
ERR124650,Non-Mix,Non-mix,Non-Mix,medium,0.1,333,0.05459631,4.3.4.2.1,,,,,1,,,,
ERR126599,Non-Mix,Non-mix,Non-Mix,low,0.03,476,0.061647089,4.6.1.1,,,,,1,,,,
ERR126601,Non-Mix,Non-mix,Non-Mix,low,0.03,486,0.045812204,4.6.1.2,,,,,1,,,,
ERR126603,Non-mix,Non-mix,Non-Mix,medium,0.08,359,0.076134772,4.3.3,,,,,1,,,,
ERR126604,Non-mix,Non-mix,Non-Mix,low,0.03,494,0.06294964,3.1.1,,,,,1,,,,
ERR126605,Non-Mix,Non-mix,Non-Mix,low,0.03,447,0.063252724,1.2.2,,,,,1,,,,
ERR126607,Non-Mix,Non-mix,Non-Mix,low,0.03,817,0.042774155,1.2.2.1,,,,,1,,,,
ERR126609,Non-Mix,Non-mix,Non-Mix,low,0.08,410,0.067234194,4.3.4.2.1,,,,,1,,,,
ERR126610,Non-mix,Non-mix,Non-Mix,medium,0.04,351,0.064158555,4.9.1,,,,,1,,,,
ERR126612,Non-Mix,Non-mix,Non-Mix,low,0.04,409,0.059352944,4.1.2,,,,,1,,,,
ERR126614,Non-mix,Non-mix,Non-Mix,low,0.07,401,0.067172172,4.3.4.2.1,,,,,1,,,,
ERR126616,Non-Mix,Non-mix,Non-Mix,low,0.09,429,0.069453698,3.1.1,,,,,1,,,,
ERR126617,Non-Mix,Non-mix,Non-Mix,low,0.07,433,0.063099026,3.1.1,,,,,1,,,,
ERR126619,Non-Mix,Non-mix,Non-Mix,low,0.07,455,0.04989083,4.1.1.3,,,,,1,,,,
ERR126620,Non-Mix,Non-mix,Non-Mix,low,0.07,440,0.070986674,3.1.1,,,,,1,,,,
ERR126621,Non-Mix,Non-mix,Non-Mix,low,0.08,468,0.068384033,1.1.3,,,,,1,,,,
ERR126622,Non-Mix,Non-mix,Non-Mix,low,0.03,391,0.059236544,4.3.4.2.1,,,,,1,,,,
ERR126623,Non-Mix,Non-mix,Non-Mix,low,0.03,420,0.042066837,4.3.4.2.1,,,,,1,,,,
ERR126624,Non-Mix,Non-mix,Non-Mix,low,0.08,387,0.054940952,4.3.4.2.1,,,,,1,,,,
ERR126625,Non-Mix,Non-mix,Non-Mix,low,0.03,407,0.057950115,4.3.4.1,,,,,1,,,,
ERR126626,Non-Mix,Non-mix,Non-Mix,low,0.05,459,0.05506063,4.3.4.2.1,,,,,1,,,,
ERR126627,Non-Mix,Non-mix,Non-Mix,low,0.1,458,0.057630991,4.3.4.2.1,,,,,1,,,,
ERR126628,Non-mix,Non-mix,Non-Mix,low,0.08,393,0.058150843,4.3.4.2.1,,,,,1,,,,
ERR126630,Non-Mix,Non-mix,Non-Mix,low,0.08,428,0.061332597,4.3.4.2.1,,,,,1,,,,
ERR126631,Non-Mix,Non-mix,Non-Mix,low,0.08,463,0.062925908,1.1.3.2,,,,,1,,,,
ERR126632,Non-Mix,Non-mix,Non-Mix,low,0.03,466,0.044173468,4.1.1.3,,,,,1,,,,
ERR126633,Non-Mix,Non-mix,Non-Mix,low,0.03,474,0.061936345,3,,,,,1,,,,
ERR126635,Non-Mix,Non-mix,Non-Mix,low,0.04,389,0.063420898,4.9.1,,,,,1,,,,
ERR126636,Non-Mix,Non-mix,Non-Mix,low,0.03,509,0.044303597,1.2.2.1,,,,,1,,,,
ERR126637,Non-Mix,Non-mix,Non-Mix,low,0.03,436,0.040641891,4.3.4.2.1,,,,,1,,,,
ERR126638,Non-Mix,Non-mix,Non-Mix,low,0.03,437,0.060948153,4.1.2,,,,,1,,,,
ERR126639,Non-Mix,Non-mix,Mix,high,0.03,1420,0.038088497,1.1.2,4.1.1.3,,,,0.98,0.02,,,
ERR126640,Non-Mix,Non-mix,Non-Mix,low,0.03,467,0.065108478,3.1.1,,,,,1,,,,
ERR126641,Mix,Mix,Mix,high,0.13,607,0.113843866,3.1.1,4.1.1.3,,,,0.15,0.85,,,
ERR126642,Mix,Mix,Non-Mix,low,0.03,517,0.04090147,4.1.1.3,,,,,1,,,,
ERR126643,Non-Mix,Non-mix,Non-Mix,low,0.03,433,0.055257646,4.1.1.3,,,,,1,,,,
ERR126644,Non-Mix,Non-mix,Non-Mix,low,0.03,482,0.043095238,3.1.1,,,,,1,,,,
ERR161012,Non-Mix,Non-mix,Mix,high,0.07,417,0.069376336,4.3.4.2.1,_,,,,0.97,0.03,,,
ERR161013,Non-Mix,Non-mix,Mix,high,0.07,410,0.074657534,4.3.4.2.1,_,,,,0.98,0.02,,,
ERR161015,Non-Mix,Non-mix,Non-Mix,low,0.07,389,0.060185185,4.3.4.2.1,,,,,1,,,,
ERR161016,Non-Mix,Non-mix,Non-Mix,medium,0.1,362,0.082815735,4.3.4.2.1,,,,,1,,,,
ERR161017,Non-mix,Non-mix,Non-Mix,medium,0.09,261,0.091284308,4.3.4.2.1,,,,,1,,,,
ERR161018,Non-Mix,Non-mix,Non-Mix,medium,0.07,313,0.067306631,4.3.4.2.1,,,,,1,,,,
ERR161019,Non-Mix,Non-mix,Non-Mix,medium,0.06,368,0.073514064,4,,,,,1,,,,
ERR161022,Non-Mix,Non-mix,Non-Mix,medium,0.09,294,0.075559524,4.3.4.2.1,,,,,1,,,,
ERR161023,Non-Mix,Non-mix,Non-Mix,low,0.09,385,0.076733432,4.3.4.2.1,,,,,1,,,,
ERR161024,Mix,Mix,Mix,high,0.07,823,0.073869969,1.1.3.2,4.3.4.2.1,,,,0.11,0.89,,,
ERR161025,Non-Mix,Non-mix,Non-Mix,medium,0.09,337,0.084148148,4.3.4.2.1,,,,,1,,,,
ERR161026,Mix,Mix,Mix,high,0.12,743,0.09169389,1.1.3.2,4.3.4.2.1,,,,0.91,0.09,,,
ERR161027,Mix,Mix,Mix,high,0.06,796,0.060542399,1.1.3.2,3,4.3.4.2.1,,,0.06,0.02,0.92,,
ERR161028,Non-Mix,Non-mix,Non-Mix,medium,0.07,322,0.089590552,4.1.2,,,,,1,,,,
ERR161029,Non-Mix,Non-mix,Non-Mix,medium,0.08,280,0.088004101,4.3.4.2.1,,,,,1,,,,
ERR161030,Non-Mix,Non-mix,Non-Mix,medium,0.08,328,0.081414052,4.3.4.1,,,,,1,,,,
ERR161031,Non-mix,Non-mix,Non-Mix,medium,0.09,274,0.093612944,1.1.3.2,,,,,1,,,,
ERR161032,Non-Mix,Non-mix,Non-Mix,medium,0.09,272,0.076615811,4.3.4.2.1,,,,,1,,,,
ERR161034,Mix,Mix,Mix,high,0.34,413,0.318630242,4.3.4.2.1,4.4.1.2,,,,0.57,0.43,,,
ERR161035,Non-Mix,Non-mix,Non-Mix,low,0.04,446,0.053492314,4.3.4.2.1,,,,,1,,,,
ERR161036,Non-Mix,Non-mix,Mix,medium,0.09,350,0.077720207,4.1.1.3,4.1.2,,,,0.93,0.07,,,
ERR161038,Non-Mix,Non-mix,Non-Mix,high,0.1,209,0.10320952,4.3.4.2.1,,,,,1,,,,
ERR161039,Mix,Mix,Mix,medium,0.44,317,0.413636364,2.2,4.3.4.2.1,4.4.1.2,4.9.1,bov,0.01,0.35,0.62,0.01,0.01
ERR161041,Non-Mix,Non-mix,Non-Mix,medium,0.08,283,0.074374378,4.3.4.2.1,,,,,1,,,,
ERR161042,Non-Mix,Non-mix,Non-Mix,medium,0.08,308,0.070043353,4.9.1,,,,,1,,,,
ERR161044,Non-Mix,Non-mix,Non-Mix,medium,0.07,359,0.082727273,bov,,,,,1,,,,
ERR161047,Non-Mix,Non-mix,Non-Mix,low,0.06,427,0.063313356,4.4.1.1,,,,,1,,,,
ERR161048,Non-Mix,Non-mix,Non-Mix,high,0.12,209,0.105402542,bov,,,,,1,,,,
ERR161049,Mix,Mix,Mix,high,0.09,529,0.098322148,2.2,4.3.4.2.1,_,,,0.08,0.87,0.05,,
ERR161050,Mix,Mix,Mix,medium,0.29,230,0.110674157,2.2,4.3.4.2.1,,,,0.74,0.26,,,
ERR161051,Non-Mix,Non-mix,Non-Mix,medium,0.09,254,0.101218852,4.3.3,,,,,1,,,,
ERR161052,Non-Mix,Non-mix,Non-Mix,medium,0.1,252,0.083766234,4.9.1,,,,,1,,,,
ERR161053,Non-Mix,Non-mix,Non-Mix,medium,0.08,294,0.085354037,3,,,,,1,,,,
ERR161055,Mix,Mix,Mix,medium,0.08,363,0.076854742,4.3.4.2.1,4.8,,,,0.04,0.96,,,
ERR161056,Non-Mix,Non-mix,Non-Mix,medium,0.08,295,0.072155449,4.3.4.2.1,,,,,1,,,,
ERR161057,Non-mix,Non-mix,Non-Mix,medium,0.08,262,0.083943966,4.3.4.2.1,,,,,1,,,,
ERR161058,Non-Mix,Non-mix,Non-Mix,medium,0.11,299,0.098703312,4.1.2,,,,,1,,,,
ERR161059,Non-Mix,Non-mix,Mix,high,0.05,433,0.069149131,1.2.2,3.1.1,,,,0.99,0.01,,,
ERR161060,Non-mix,Non-mix,Non-Mix,medium,0.07,365,0.070280469,4.3.4.2.1,,,,,1,,,,
ERR161061,Non-Mix,Non-mix,Non-Mix,medium,0.1,270,0.08826468,3,,,,,1,,,,
ERR161062,Non-Mix,Non-mix,Non-Mix,medium,0.1,297,0.096886852,3,,,,,1,,,,
ERR161063,Non-mix,Non-mix,Non-Mix,medium,0.1,248,0.099559836,1.1.3.2,,,,,1,,,,
ERR161064,Non-Mix,Non-mix,Non-Mix,medium,0.08,303,0.084398496,3.1.1,,,,,1,,,,
ERR161065,Non-Mix,Non-mix,Non-Mix,medium,0.08,256,0.100140492,3.1.1,,,,,1,,,,
ERR161066,Non-mix,Non-mix,Non-Mix,medium,0.08,310,0.085755499,4,,,,,1,,,,
ERR161068,Non-Mix,Non-mix,Non-Mix,medium,0.08,271,0.074614663,4.3.4.1,,,,,1,,,,
ERR161069,Non-mix,Non-mix,Non-Mix,medium,0.08,282,0.09270557,4.3.4.2.1,,,,,1,,,,
ERR161070,Non-Mix,Non-mix,Non-Mix,medium,0.1,312,0.090738225,4.3.4.2.1,,,,,1,,,,
ERR161071,Mix,Mix,Mix,high,0.14,760,0.115196463,3,bov,,,,0.86,0.14,,,
ERR161072,Non-Mix,Non-mix,Non-Mix,medium,0.12,247,0.085775862,3,,,,,1,,,,
ERR161073,Non-Mix,Non-mix,Non-Mix,medium,0.1,248,0.093827839,4.3.4.2.1,,,,,1,,,,
ERR161076,Non-Mix,Non-mix,Non-Mix,high,0.11,190,0.110530303,4.3.4.2.1,,,,,1,,,,
ERR161077,Mix,Mix,Mix,high,0.21,434,0.175612523,1.1.3.2,4.1.1.3,,,,0.83,0.17,,,
ERR161078,Mix,Mix,Mix,medium,0.09,317,0.366030534,1.1.3.2,4.1.1.3,,,,0.49,0.51,,,
ERR161079,Non-Mix,Non-mix,Non-Mix,medium,0.07,326,0.077472826,3.1.1,,,,,1,,,,
ERR161080,Non-Mix,Non-mix,Non-Mix,medium,0.08,346,0.067299218,4.3.4.2.1,,,,,1,,,,
ERR161081,Mix,Mix,Non-Mix,medium,0.09,279,0.090916808,4.3.4.2.1,,,,,1,,,,
ERR161082,Non-Mix,Non-mix,Non-Mix,medium,0.08,318,0.088616751,3.1.1,,,,,1,,,,
ERR161083,Non-Mix,Non-mix,Non-Mix,low,0.06,400,0.058191611,3.1.1,,,,,1,,,,
ERR161084,Mix,Mix,Mix,high,0.08,889,0.067917111,3.1.1,4.3.4.2.1,_,,,0.9,0.09,0.01,,
ERR161085,Non-Mix,Non-mix,Mix,high,0.04,580,0.043198869,1.2.2,3,,,,0.99,0.01,,,
ERR161086,Non-Mix,Non-mix,Non-Mix,medium,0.1,246,0.081817518,3,,,,,1,,,,
ERR161088,Mix,Mix,Mix,medium,0.1,349,0.093902439,1.1.2,1.1.3.2,,,,0.03,0.97,,,
ERR161089,Non-Mix,Non-mix,Non-Mix,medium,0.12,293,0.096629724,1.1.3.2,,,,,1,,,,
ERR161090,Mix,Mix,Non-Mix,medium,0.09,261,0.101378233,4.6.1.1,,,,,1,,,,
ERR161091,Mix,Mix,Mix,high,0.07,381,0.06888189,4.1.1.3,4.3.4.2.1,,,,0.01,0.99,,,
ERR161093,Non-Mix,Non-mix,Non-Mix,low,0.06,412,0.072778445,4,,,,,1,,,,
ERR161094,Non-Mix,Non-mix,Non-Mix,low,0.08,437,0.075737323,4.3.4.2.1,,,,,1,,,,
ERR161095,Non-Mix,Non-mix,Non-Mix,low,0.07,377,0.075227733,4.1.2,,,,,1,,,,
ERR161096,Non-Mix,Non-mix,Non-Mix,medium,0.08,302,0.076926081,4.3.4.2.1,,,,,1,,,,
ERR161097,Mix,Mix,Non-Mix,low,0.09,372,0.071766234,4.3.4.2.1,,,,,1,,,,
ERR161098,Non-Mix,Non-mix,Non-Mix,medium,0.07,341,0.055210643,4.3.4.2.1,,,,,1,,,,
ERR161100,Non-Mix,Non-mix,Non-Mix,low,0.09,380,0.067227139,1.2.2.1,,,,,1,,,,
ERR161101,Non-Mix,Non-mix,Mix,high,0.05,428,0.07111608,4.1.1.3,4.3.4.2.1,,,,0.01,0.99,,,
ERR161102,Non-Mix,Non-mix,Mix,high,0.07,442,0.061098518,4.1.1.3,4.3.4.2.1,,,,0.99,0.01,,,
ERR161103,Non-Mix,Non-mix,Non-Mix,medium,0.09,326,0.071975163,4.3.4.2.1,,,,,1,,,,
ERR161104,Non-Mix,Non-mix,Non-Mix,medium,0.07,361,0.06549131,4.3.4.2.1,,,,,1,,,,
ERR161105,Non-Mix,Non-mix,Non-Mix,low,0.08,386,0.071900312,4.3.4.2.1,,,,,1,,,,
ERR161106,Non-mix,Non-mix,Non-Mix,low,0.09,387,0.074742846,1.1.2,,,,,1,,,,
ERR161107,Non-mix,Non-mix,Non-Mix,low,0.06,426,0.067640288,3.1.1,,,,,1,,,,
ERR161108,Non-Mix,Non-mix,Non-Mix,medium,0.1,254,0.072631579,4.3.4.2.1,,,,,1,,,,
ERR161109,Non-Mix,Non-mix,Non-Mix,medium,0.09,296,0.093016107,4.1.2,,,,,1,,,,
ERR161110,Non-Mix,Non-mix,Non-Mix,medium,0.11,285,0.083860503,4.8,,,,,1,,,,
ERR161111,Non-Mix,Non-mix,Non-Mix,medium,0.1,276,0.091922965,4.1.1.3,,,,,1,,,,
ERR161113,Non-Mix,Non-mix,Non-Mix,medium,0.12,225,0.119853431,4.8,,,,,1,,,,
ERR161114,Non-Mix,Non-mix,Non-Mix,medium,0.08,252,0.078738269,4.3.4.2.1,,,,,1,,,,
ERR161115,Non-Mix,Non-mix,Non-Mix,medium,0.1,290,0.08133368,4.3.4.2.1,,,,,1,,,,
ERR161116,Non-Mix,Non-mix,Non-Mix,medium,0.1,232,0.090361868,4,,,,,1,,,,
ERR161118,Non-Mix,Non-mix,Mix,medium,0.09,336,0.080995475,3,4.3.4.2.1,,,,0.99,0.01,,,
ERR161119,Non-Mix,Non-mix,Non-Mix,medium,0.1,218,0.100535714,4.3.4.2.1,,,,,1,,,,
ERR161120,Mix,Mix,Non-Mix,medium,0.08,300,0.092620388,4.3.4.2.1,,,,,1,,,,
ERR161121,Non-mix,Non-mix,Non-Mix,medium,0.1,284,0.094055944,1.2.2.1,,,,,1,,,,
